8.46292	0.243462	-3.03909	-0.087429	8.46292	0.243462	8.6	0.25	-3.00029	0
8.4473	0.251473	-1.09148	0.0894658	8.44818	0.251553	8.45	0.25	-3.00027	0
8.50551	0.288837	-0.02876	0.681252	8.56759	0.241943	8.45	0.25	0	0
8.48926	0.255677	-0.0116372	0.0250341	8.45582	0.253997	8.45	0.25	0	0
8.40397	0.253165	-1.41656	-0.0487761	8.42544	0.254042	8.35	0.25	-1.81979	0
8.30836	0.250894	-1.42446	-0.0429047	8.23962	0.24916	8.25	0.25	-1.81978	0
8.07929	0.24066	-3.21371	-0.117854	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.90785	0.184389	-3.21464	-0.326841	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.72915	0.167436	-3.2206	-0.327055	7.61269	0.155818	7.7	0.15	-2.99982	0
7.56457	0.156411	-3.22356	-0.308615	7.54016	0.159641	7.55	0.15	-2.99982	0
7.46771	0.132652	-2.2285	-0.322851	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.3453	0.0715818	-2.22749	-0.449379	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.19051	0.0528836	-2.65522	-0.429977	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.04564	-0.0118184	-2.65497	-0.540424	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.94046	-0.0545895	-1.92277	-0.588391	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.8356	-0.167328	-1.9264	-0.797368	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.72724	-0.20599	-2.02081	-0.790084	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.62546	-0.340256	-2.03344	-1.03529	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.59211	-0.427785	-1.19999	-1.19795	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.53119	-0.555727	-1.21425	-1.37437	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.49917	-0.658724	-0.696897	-1.51122	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.45035	-0.873152	-0.74657	-1.85336	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.37002	-0.94066	-1.30658	-1.66078	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.28337	-1.12566	-1.36361	-1.90492	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.36362	-1.36506	0.557214	-2.68031	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.38147	-1.5744	0.510171	-2.84148	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.34087	-1.62877	-0.439743	-2.31327	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.29415	-1.8319	-0.526696	-2.53851	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.33584	-2.04074	0.436499	-3.08815	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.3522	-2.21264	0.417463	-3.13293	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.34899	-2.34692	0.0202005	-2.87004	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.34455	-2.52258	-6.21067e-05	-2.91475	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.38122	-2.72638	0.486589	-3.23728	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.4194	-2.87824	0.522892	-3.17114	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.43045	-3.01495	0.27528	-2.99152	6.46536	-3.00452	6.45	-3	0	-2.99754
6.44586	-3.15976	0.281368	-2.97941	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.48654	-3.35573	0.641909	-3.24896	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.53682	-3.50405	0.688292	-3.17316	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.59609	-3.70782	1.02251	-3.43386	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.69277	-3.8315	1.13871	-3.26842	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.74013	-3.99071	0.876827	-3.06265	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.81762	-4.11385	0.959794	-2.94707	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.86178	-4.26805	0.878395	-2.88397	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.92985	-4.39411	0.935534	-2.80161	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.9582	-4.51947	0.561472	-2.49962	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.01704	-4.61344	0.640915	-2.38943	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.0677	-4.76116	0.859187	-2.56302	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.12841	-4.88358	0.895878	-2.51512	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.22082	-5.06694	1.41512	-2.94578	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
7.31264	-5.20424	1.45699	-2.88395	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.3655	-5.33631	1.1937	-2.6603	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.43975	-5.4707	1.21745	-2.62956	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.51271	-5.61903	1.21687	-2.62834	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.6101	-5.72263	1.3007	-2.5239	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.66665	-5.84879	1.20119	-2.44	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.73813	-5.97375	1.21731	-2.41717	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.84371	-6.14354	1.85334	-2.97496	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.94927	-6.27451	1.88926	-2.92951	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.02994	-6.40758	1.46492	-2.55113	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.13772	-6.5118	1.53987	-2.45877	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.20132	-6.62904	1.39683	-2.33559	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.27444	-6.75891	1.38875	-2.34042	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.3483	-6.88731	1.46538	-2.40954	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.44345	-6.99888	1.50652	-2.35689	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
