0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55941	-0.138498	1.56135	-0.138671	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.64722	-0.0719232	2.29876	-0.129696	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.8915	-0.134469	2.18747	-0.0325868	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
4.02318	-0.110623	2.42525	-0.0311531	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85954	0.413494	3.23361	0.848673	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.58422	0.388794	2.48332	0.544871	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.0773	0.595517	2.49437	-0.0182908	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.03242	0.595379	2.50198	-0.028268	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.575	1.65925	2.60243	1.8092	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.4691	1.63872	2.3157	1.68438	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5944	2.31921	1.89429	-0.0321279	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.714	2.33507	2.4466	0.0712286	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6407	2.89924	3.41683	0.932156	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.389	2.8532	2.70965	0.791394	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0114	3.70516	2.54058	0.890084	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.1058	3.7227	2.48267	0.825922	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3336	4.73087	1.99074	1.12225	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.5269	4.77539	2.52295	1.28138	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0787	5.57316	2.5496	0.458288	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.3366	5.63372	3.0386	0.571529	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6122	6.95605	1.58656	1.80382	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.7472	6.99917	2.31701	2.175	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5821	8.0954	3.25433	0.366299	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5219	8.07962	3.05647	0.310594	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9467	9.86982	1.9268	2.79601	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.8856	9.85414	1.96059	2.88368	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6099	10.7131	3.2838	-0.532724	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.7715	10.7668	3.36525	-0.472996	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1485	12.076	1.57608	2.50557	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.3954	12.1593	2.22112	2.75905	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3229	13.4767	3.47531	0.340157	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
